Sales Qty,,,,,2024,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,MTD CY-1,MTD CY-1,MTD CY-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,MTD-1,MTD-1,MTD-1,MTD-3,MTD-3,MTD-3,MTD-2,MTD-2,MTD-2,MTD-2,MTD,MTD,MTD,Open
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JFBR32X602A38  ,"FALCON BOLT, R32X X 6M, SHELL A-38 HEX 2 X R3230X (SDA0051) ",,,,,,120,360,80,120,,,,,,,,,,,,,,,,,,,,,,120,,,,360,,,,,,80,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JFBT3802538AF  ,Falcon Bolt Drilling Dolly T38F x 38AF  250mm Long ,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JFBT3809046AF  ,Falcon Bolt Tensioning Dolly T38F x 45AF  900mm Long ,,,1,3,6,10,11,6,3,,,,,,,,,,,,3,,,,,6,,,,,10,,,,11,,,,,,6,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JFBT385103846AF,FALCON BOLT DRILLING DOLLY T38F X 38&46AF X 510MM SDA0056 ,,3,2,2,6,15,17,17,8,,,,,,,,,,,,2,,,,,6,,,,,15,,,,17,,,10,,,7,,,,8,,,,,,,3,,,,,,2,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JFL390910G     ,FRICTION LOK BOLT 39MMX900MM + 10MM RING - GAL 150 BOLTS PER PACK,,,,,300,300,600,600,,450,300,150,300,,,,,,,,,,,,,300,,,,,300,,,,600,,,,,,600,,,,,450,,,,300,150,,,,,,,,,,,,,,,,,,,,300,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JFL4709G       ,FRICTION LOK BOLT 47MMX900MM - GAL 150 BOLTS PER PACK,,,,150,150,150,600,,300,300,300,,,,,,,,,,150,,,,,150,,,,,150,,,,600,,,,,,,,,,300,300,,,,300,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JFL4724DG      ,FRICTION LOK BOLT 47MMX2400MM DOME RING - GAL 150 BOLTS PER PACK,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,,2250,4350,2700,3600,4200,6000,5250,4050,5100,3300,1050,2700,,,,,,,,2700,,,,,3600,,,,,4200,,,,6000,,,,,,5250,,,,4050,5100,,,,3300,1050,2250,,,,,,4350,,,,,,,,,,,,,2700,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JK20200542H2LG ,KANGA PLATE 200X200X5MM 42MM HOLE 2 HANGERS GAL 500 PLATES PER PALLET,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JK20200550H2LG ,KANGA PLATE 200X200X5MM 50MM HOLE 2 HANGERS LOOP G 500 PLATES PER PALLET,,,,1500,3000,6500,3000,4950,4500,4000,2000,1000,2000,,,,,,,,1500,,,,,3000,,,,,6500,,,,3000,,,,,,4950,,,,4500,4000,,,,2000,1000,,,,,,,,,,,,,,,,,,,,2000,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JL5H240026MSP  ,Resin 5 Star 2400x26mm 50/50 Med Slw Parachute,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JLLH240030SFSP ,"J-LOK LIF DUAL TWIN  1200X30MM S-FAST/SLOW P/CHUTE RESIN - 7 CAPSULES/BOX, 294/PALLET (42 BOXES)",,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JML4724G       ,MECH LOK BOLT 47MM X 2400MM - GAL 120 UNITS PER PACK,,,,120,1920,720,600,,,360,,,,,,,,,,,120,,,,,1920,,,,,720,,,,600,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JOS6003G       ,AUSRO STRAP 6.0MX0.3M 10MM WIRE GAL OSH106H-6003G,,,,50,,50,,,,,,,,,,,,,,,50,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JR15150450G    ,ROLL TOP PLATE 150X150X4MM 50MM HOLE GAL 980 PLATES PER PALLET,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JR20200450G    ,ROLL TOP PLATE 200X200X4MM 50MM HOLE GAL 500 PLATES PER PALLET,,,6000,1000,2000,,,,,,,,,,,,,,,,1000,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JRIKT38B30     ,RESIN INSERTER KIT COMPLETE 30MM X 3.0M - T38 ,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JTB2524TTNPHGS ,J-TECH BOLT 25MMX2.4M H PIN NUT + SHREDDER - GAL 100 UNITS PER PACK,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),JV20201055GI   ,Volcano plate 200x200x10mm w/55mm Hole Grt Indicator hol ,,,50,,400,100,350,350,,,,,,,,,,,,,,,,,,400,,,,,100,,,,350,,,,,,350,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),M20NUT125DHANGG,J-TECH NUT HANGER 20MM M20 X 1.25D - GAL 50 UNITS PER PACK,,,,30,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),PULL47G        ,PULL COLLAR TO SUIT 47MM DIA FRICTION LOK - GAL ,,,50,200,150,250,400,150,200,450,300,100,400,,,,,,,,200,,,,,150,,,,,250,,,,400,,,,,,150,,,,200,450,,,,300,100,,,,,,,50,,,,,,,,,,,,,400,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),T38D47FL10     ,DOLLIE T38 COMBINATION FRICTION LOK ,,,5,4,5,8,9,3,3,8,2,,,,,,,,,,4,,,,,5,,,,,8,,,,9,,,,,,3,,,,3,8,,,,2,,,,,,,,5,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),T38MLOK24036AF ,DOLLIE T38 X 36AF 240MM LONG TO SUIT MECH LOK ,,,1,1,7,11,3,3,3,,,,,,,,,,,,1,,,,,7,,,,,11,,,,3,,,,,,3,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),T38MSR600T38F  ,SPEED ROD T38FM X T38M 600MM LONG ,,,,3,7,3,,,2,1,,,,,,,,,,,3,,,,,7,,,,,3,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),T38WIL90036AF  ,DOLLIE T38 X 36AF 900MM LONG TO SUIT J-TECH WILCO,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS (ENDEAVOR) P/L     ,POLYMETALS (ENDEAVOR) P/L (JA567),TD80GROUT      ,Top Down 80MPA Cable Grout 20kg Bag 56 BAGS X 20KG PER PALLET,,,56,,112,224,280,168,168,112,,,,,,,,,,,,,,,,112,,,,,224,,,,280,,,,,,168,,,,168,112,,,,,,,,,,,,56,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS RESOURCES P/L      ,POLYMETALS RESOURCES LTD (JA547),JCP28390150450G,COMBI PLATE 280X300 + R150X4MM ROLL TOP 50MM H GAL 250 PLATES PER PALLET,750,,,,,,,,,,,,,250,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS RESOURCES P/L      ,POLYMETALS RESOURCES LTD (JA547),JFBGRTLNCE60381,"Falcon Bolt Grout Lance 600mm , 38 A/F Claw ",1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS RESOURCES P/L      ,POLYMETALS RESOURCES LTD (JA547),JFBR32S602A38  ,Falcon Bolt R32S x 6M Shell A-38 Hex 2 x R3230S ( SDA0025) ,20,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS RESOURCES P/L      ,POLYMETALS RESOURCES LTD (JA547),JFBT3809046AF  ,Falcon Bolt Tensioning Dolly T38F x 45AF  900mm Long ,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS RESOURCES P/L      ,POLYMETALS RESOURCES LTD (JA547),JFBT385103846AF,FALCON BOLT DRILLING DOLLY T38F X 38&46AF X 510MM SDA0056 ,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS RESOURCES P/L      ,POLYMETALS RESOURCES LTD (JA547),JFL4724G       ,FRICTION LOK BOLT 47MMX2400MM - GAL 150 BOLTS PER PACK,750,,,,,,,,,,,,,150,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS RESOURCES P/L      ,POLYMETALS RESOURCES LTD (JA547),JOS6003G       ,AUSRO STRAP 6.0MX0.3M 10MM WIRE GAL OSH106H-6003G,10,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS RESOURCES P/L      ,POLYMETALS RESOURCES LTD (JA547),JV20201055GI   ,Volcano plate 200x200x10mm w/55mm Hole Grt Indicator hol ,20,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,POLYMETALS RESOURCES P/L      ,POLYMETALS RESOURCES LTD (JA547),TD80GROUT      ,Top Down 80MPA Cable Grout 20kg Bag 56 BAGS X 20KG PER PALLET,56,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,REDPATH AUSTRALIA PTY LTD     ,REDPATH AUSTRALIA P/L (JA180),JCLIPUPPLROT   ,CLIPUP PIPE LINE HANGER - 3 HOOK CHAIN/SHACKLE ,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
HROCK EAST,REDPATH AUSTRALIA PTY LTD     ,REDPATH AUSTRALIA P/L (JA180),JCLIPUPS       ,CLIPUP STANDARD HANGER - 3 HOOK ,,,,,,,250,,,,,750,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,REDPATH AUSTRALIA PTY LTD     ,REDPATH AUSTRALIA P/L (JA180),JLS50025MC     ,"J-LOK SINGLE 500X25MM MED + CARDBOARD SLEEVE RESIN - 25 CAPSULES/BOX, 1,400/PALLET (56 BOXES)",,,,,,,,,,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,,,
HROCK EAST,REDPATH AUSTRALIA PTY LTD     ,REDPATH AUSTRALIA P/L (JA180),JLS60025S      ,"J-LOK SINGLE 600X25MM SLOW SET RESIN - 35 CAPSULES/BOX, 1,680/PALLET (48 BOXES)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4025
HROCK EAST,REDPATH AUSTRALIA PTY LTD     ,REDPATH AUSTRALIA P/L (JA180),JRIKT38B30     ,RESIN INSERTER KIT COMPLETE 30MM X 3.0M - T38 ,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,REDPATH AUSTRALIA PTY LTD     ,REDPATH AUSTRALIA P/L (JA180),SMESH300011704 ,SHOTCRETE MESH 3.00MX1.17M 4MM WIRE - GAL IMG4D-66-3012,,,,400,,,,400,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,RUC CEMENTATION MINING        ,RUC MINING CONTRACTORS P/L (JA445),BU100GROUT     ,Bottom Up 100MPA Cable Grout 20kg Bag 56 BAGS X 20KG PER PALLET,,392,,,,,,,,,,,,,,,,,,,,,,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,RUC CEMENTATION MINING        ,RUC MINING CONTRACTORS P/L (JA445),JL5H180026MSP  ,"J-LOK 5* DUAL TWIN EA 900MMX26MM MED/SLOW +P/CHUTE RESIN - 10 CAPSULES/BOX, 420/PALLET (42 BOXES)",,,,1100,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,RUC CEMENTATION MINING        ,RUC MINING CONTRACTORS P/L (JA445),JLS60025S      ,"J-LOK SINGLE 600X25MM SLOW SET RESIN - 35 CAPSULES/BOX, 1,680/PALLET (48 BOXES)",,,,,,,1680,,,,,,,,,,,,,,,,,,,,,,,,,,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,RUC CEMENTATION MINING        ,RUC MINING CONTRACTORS P/L (JA445),JTCOUPLERG     ,J-TECH COUPLER 25MM - GALVANISED 20 UNITS PER PACK,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),4SERVICE       , ,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),4TRIAL         , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),BW152MM        ,BARREL & WEDGE TO SUIT 15.2MM CABLE CA0147,1500,3500,2500,1000,2000,2000,3000,1500,1500,1500,3500,2000,,500,1000,,,1000,,,,,2000,,,,,2000,,2000,,,,1500,1500,,,,,1500,,,,,1500,,1500,,2000,,2000,,,,,2500,,,,,,,1500,,1500,,,,,,,4500
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),CCP45241010056G,MESH MINE 4.5MX2.4M 100X100 AP IMG5H-44-4524_JEN,1650,1650,1650,1650,1650,2200,,1650,2200,1650,550,3850,550,,1650,,,,,,1650,,,1650,,,,,1100,1100,,,,,,,1650,,,,,,550,,1650,,1650,,550,,1100,,,,,,,1650,550,2200,,,,1650,,,,,,550,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),CS1526001BM    ,CABLE REEL 15.2MM X 600M - 1 BULB PER METRE 1 REEL X 600M PER PALLET,24,52,41,42,38,50,15,71,32,54,16,52,24,,11,13,9,24,,18,,,22,,,31,,16,11,10,14,,6,5,4,10,11,10,,26,14,10,22,,,18,21,,,,,6,,,2,15,12,12,32,2,18,17,19,,16,,,,10,6,8,12
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),EB2418B        ,EYE BOLT 24MM X 1800MM ,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,10
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),FBDBR32D51TC6X9,Falcon Bolt Drill Bit R32/D51 TC Button 6X9 ,,,,,36,,,,,,,,120,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),FBR32TDDHEX38AF,Falcon Bolt R32 38AF Drive Hex SDA0009,,,,,20,,,,,,,,120,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),FBR32TDDHEXCOUP,Falcon Bolt Hex Coupler 38AF x 190mm ,,,,,30,,,,,,,,60,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),FRTBNECANSINGLE,22 Tonne Load Mesh Single Semi Load ,4,3,3,,6,4,,4,4,3,1,7,1,1,3,,,,,,,,3,3,,,,,2,2,,,,,,,3,,,1,,,1,,3,,3,,1,,2,,,,,,,3,1,4,,,,3,,,,,,1,,29
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),FRTSYDCANREEFBD,36 Tonne Load Resin B-Double Reefer ,1,1,2,1,1,1,1,1,1,1,1,1,1,,1,,,,,,1,,,,,1,,,1,,,,,1,,,1,,1,,,1,,,,,,,,,,,,,1,,,1,1,,,1,,,1,,,,1,,,15
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),FRTSYDCANSINGLE,24 Tonne Load Single Semi Trailer ,5,10,7,11,7,8,7,10,7,8,6,5,6,1,3,1,1,3,2,2,3,1,3,2,,3,1,3,3,2,1,2,1,3,1,1,2,1,2,3,3,1,5,,1,3,3,,1,1,1,1,,,1,4,1,1,1,1,2,1,4,,3,,1,,2,3,1,54
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),HNUTDRIVER36AF ,HAWKEYE NUT DRIVER INSERT 36AF D0090,,17,,,,35,,,,,,,,,,,,,,,,,,,,,20,,15,,,,,,,,,,,,,,,,,,4,,,,,13,,,,,,,,,,,,,,,,,,,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JCP2839150636HG,COMBI PLATE 280X300 +V150X6MM TOP PLATE 36MM H GAL 250 PLATES PER PALLET,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JF1515121924G  ,FLAT PLATE 150X150X12MM 19MM & 24MM HOLES GAL 500 PLATES PER PALLET,1000,3000,,2000,,,3000,1000,2000,2000,3000,,,,1000,,1500,,,1000,,1000,,,,,,,,,,,2000,,1000,,,,,,1000,2000,,,,1000,1500,,1500,1500,,,,,,,,,,,,,1000,,,,,,,,,1500
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JFBT3802538AF  ,Falcon Bolt Drilling Dolly T38F x 38AF  250mm Long ,,,,,2,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JFL4709PG      ,FRICTION LOK BOLT 47MMX900MM - GAL + PAINTED END 150 BOLTS PER PACK,,2700,450,1950,2100,900,3150,,1950,,2250,1350,600,,,,,,,1350,600,,,,,2100,,,,900,,,1050,,2100,,,,,,,,,,1950,,2700,,2250,,600,,,,,,,450,,,750,,,,,,,,600,,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JFL4724GRPACK  ,FLOK 47MMX2400MM PACK - GAL INCL.5XPULL RINGS INST 150 BOLTS PER PACK,51,50,53,82,37,51,50,65,44,46,67,23,37,19,32,,,16,28,,38,,,37,,,22,26,17,,12,25,,24,1,,22,,9,22,21,,44,,,1,15,,9,15,3,,,,20,13,12,8,,15,5,,45,,21,,22,,17,20,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JHE2524PHPG    ,HAWKEYE BOLT 25MM J-TECH 2400MM H PIN PADDLES - G 100 UNITS PER PACK,600,600,400,200,,600,100,900,200,,,200,200,200,400,,200,,,200,,,,,,,,,200,400,,,,,100,100,,,400,800,,,200,,,,,,,,,,,,,200,,200,,200,,,,,,,,,,200,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JK20200542H2LG ,KANGA PLATE 200X200X5MM 42MM HOLE 2 HANGERS GAL 500 PLATES PER PALLET,2000,6000,9000,8000,9000,9000,,10000,9000,,9000,,2500,,,2000,2500,1000,,7000,,,9000,,,,,,,9000,,,,,,4500,5500,,,,,,,,9000,,1000,,,,,2500,,,,9000,,,,,,,,,9000,,,,,2500,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JLLH240030SFSP ,"J-LOK LIF DUAL TWIN  1200X30MM S-FAST/SLOW P/CHUTE RESIN - 7 CAPSULES/BOX, 294/PALLET (42 BOXES)",7056,7056,14112,6762,8820,7056,7056,7056,7056,7056,7056,7056,7056,,7056,,,,,,6762,1470,294,,,7056,,,7056,,,,,7056,,,7056,,7056,,,7056,,,,,,,3528,,,,,,7056,,,7056,7056,,,7056,,,3528,,,,7056,,,7056
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JLS50026S      ,"J-LOK SINGLE 500X26MM SLOW RESIN - 30 CAPSULES/BOX, 1,440/PALLET (48 BOXES)",,,420,420,420,420,,840,,840,,,420,,,,,,,,420,,,,,420,,,420,,,,,,,,420,,,420,,,,,,840,,,,,,,,,420,,,,,,,,,,,,,,420,,,420
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JM20032M6GD    ,"MESH PLATE 200MM ROUND X2.5MM, M6 DOMED NUT - GAL 250 PLATES PER PALLET",,,,,,,,750,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,250,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JR20200450G    ,ROLL TOP PLATE 200X200X4MM 50MM HOLE GAL 500 PLATES PER PALLET,,17000,3500,18500,4000,18000,5000,17000,,11000,11500,5500,10000,,,,4500,4000,6000,7000,1500,,,,,10500,,,,11500,,,,,5000,3000,3000,,1500,,11000,,,,,,4500,,,,,6500,,,,1500,2000,,,3000,2500,7500,3500,,11500,,,,,5000,5000,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JRB2515SH      ,THREAD BAR REID M25 X 1500MM 10MM PITCH ,,,,800,800,,,1200,,,,799,,,,,,,,800,,,,786,,14,,,,,,,,,,,,1182,,18,,,,,,,,,,,799,,,,,,,,,,,,,,,,,,,,,1
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JRB2520SH      ,THREAD BAR REID M25 X 2000MM 10MM PITCH ,,180,,,40,,290,90,,,289,,,,,,,,,,,,,16,,24,,,,,,,,,290,,,90,180,,,,,,,,,,289,,,,,,,,,,,,,,,,,,,,,,,1
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JRB2530SH      ,THREAD BAR REID M25 X 3000MM 10MM PITCH ,20,,,,70,,20,70,,,20,,20,,20,,,,,,,,,20,,50,,,,,,,,,20,,50,,,20,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,20,,
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JRBNUT65       ,THREAD BAR NUT REID M25 RHT 10MM PITCH N0100 Rev 0,,630,510,1620,,330,390,1590,420,510,1590,,281,,,,,300,320,1000,,,,,,,,,,,330,,390,,,360,,,,1230,,,,,420,,,,,,,630,,,,510,,,,,,,510,,1590,,,,,216,65,229
HROCK EAST,SOUTH32                       ,SOUTH32 CANNINGTON P/L (JA031),JSDHBR3230S    ,Anchor bar R32S x 3000mm Self drilling anchor bar,,,,,60,,,,,,,,150,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,30
